slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
allthatnode-sepolia-starter-recent-state,,!offer:allthatnode-starter-recent-state,"[""[Buy](https://www.alchemy.com/pricing)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
ankr-nova-free-full-archive,,!offer:ankr-free-full-archive,"[""[Website](https://www.ankr.com/rpc/?utm_referral=t26yw96jZJ)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-api/arbitrum-nova/)""]",,,,,,nova,,,,,,,,,,,,,,,,,,,
ankr-nova-free-recent-state,,!offer:ankr-free-recent-state,"[""[Website](https://www.ankr.com/rpc/?utm_referral=t26yw96jZJ)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-api/arbitrum-nova/)""]",,,,,,nova,,,,,,,,,,,,,,,,,,,
ankr-nova-pay-as-you-go-full-archive,,!offer:ankr-pay-as-you-go-full-archive,"[""[Buy](https://www.ankr.com/rpc/?utm_referral=t26yw96jZJ)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-api/arbitrum-nova/)""]",,,,,,nova,,,,,,,,,,,,,,,,,,,
ankr-nova-pay-as-you-go-recent-state,,!offer:ankr-pay-as-you-go-recent-state,"[""[Buy](https://www.ankr.com/rpc/?utm_referral=t26yw96jZJ)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-api/arbitrum-nova/)""]",,,,,,nova,,,,,,,,,,,,,,,,,,,
ankr-one-free-full-archive,,!offer:ankr-free-full-archive,"[""[Website](https://www.ankr.com/rpc/?utm_referral=t26yw96jZJ)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
ankr-one-free-recent-state,,!offer:ankr-free-recent-state,"[""[Website](https://www.ankr.com/rpc/?utm_referral=t26yw96jZJ)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
ankr-one-pay-as-you-go-full-archive,,!offer:ankr-pay-as-you-go-full-archive,"[""[Buy](https://www.ankr.com/rpc/?utm_referral=t26yw96jZJ)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
ankr-one-pay-as-you-go-recent-state,,!offer:ankr-pay-as-you-go-recent-state,"[""[Buy](https://www.ankr.com/rpc/?utm_referral=t26yw96jZJ)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
ankr-sepolia-free-full-archive,,!offer:ankr-free-full-archive,"[""[Website](https://www.ankr.com/rpc/?utm_referral=t26yw96jZJ)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#arbitrum)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
ankr-sepolia-free-recent-state,,!offer:ankr-free-recent-state,"[""[Website](https://www.ankr.com/rpc/?utm_referral=t26yw96jZJ)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#arbitrum)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
ankr-sepolia-pay-as-you-go-full-archive,,!offer:ankr-pay-as-you-go-full-archive,"[""[Buy](https://www.ankr.com/rpc/?utm_referral=t26yw96jZJ)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#arbitrum)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
ankr-sepolia-pay-as-you-go-recent-state,,!offer:ankr-pay-as-you-go-recent-state,"[""[Buy](https://www.ankr.com/rpc/?utm_referral=t26yw96jZJ)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#arbitrum)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
bitquery-one-developer-indexer,,!offer:bitquery-developer-indexer,"[""[Website](https://bitquery.io/blockchains/arbitrum-blockchain-api)"",""[Docs](https://docs.bitquery.io/docs/blockchain/Arbitrum/?_gl=1*cvv1nc*_gcl_au*MTgxMDc2ODkxNy4xNzY5MTIxMjYx*_ga*MTc0ODY0NjA2NS4xNzY5MTIxMjYw*_ga_G3M21F20D7*czE3NzI0Mzc5MjIkbzQkZzEkdDE3NzI0NDA0MDckajU4JGwwJGgw*_ga_40YKNYZTBN*czE3NzI0Mzc5MjIkbzQkZzEkdDE3NzI0NDA0MDgkajYwJGwwJGgw)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
blockdaemon-nova-dedicated-full-archive,,!offer:blockdaemon-dedicated-full-archive,"[""[Website](https://www.blockdaemon.com/arbitrum)"",""[Docs](https://docs.blockdaemon.com/docs/arbitrum)""]",,,,,,nova,,,,,,,,,,,,,,,,,,,
blockdaemon-nova-dedicated-recent-state,,!offer:blockdaemon-dedicated-recent-state,"[""[Website](https://www.blockdaemon.com/arbitrum)"",""[Docs](https://docs.blockdaemon.com/docs/arbitrum)""]",,,,,,nova,,,,,,,,,,,,,,,,,,,
blockdaemon-one-dedicated-full-archive,,!offer:blockdaemon-dedicated-full-archive,"[""[Website](https://www.blockdaemon.com/arbitrum)"",""[Docs](https://docs.blockdaemon.com/docs/arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
blockdaemon-one-dedicated-recent-state,,!offer:blockdaemon-dedicated-recent-state,"[""[Website](https://www.blockdaemon.com/arbitrum)"",""[Docs](https://docs.blockdaemon.com/docs/arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
blockdaemon-one-free-full-archive,,!offer:blockdaemon-free-full-archive,"[""[Website](https://www.blockdaemon.com/arbitrum)"",""[Docs](https://docs.blockdaemon.com/reference/arbitrum-one-methods-rpc-api)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
blockdaemon-one-growth-full-archive,,!offer:blockdaemon-growth-full-archive,"[""[Buy](https://www.blockdaemon.com/api/pricing)"",""[Docs](https://docs.blockdaemon.com/reference/arbitrum-one-methods-rpc-api)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
blockdaemon-one-starter-full-archive,,!offer:blockdaemon-starter-full-archive,"[""[Buy](https://www.blockdaemon.com/api/pricing)"",""[Docs](https://docs.blockdaemon.com/reference/arbitrum-one-methods-rpc-api)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
blockdaemon-sepolia-dedicated-full-archive,,!offer:blockdaemon-dedicated-full-archive,"[""[Website](https://www.blockdaemon.com/arbitrum)"",""[Docs](https://docs.blockdaemon.com/docs/arbitrum)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockdaemon-sepolia-dedicated-recent-state,,!offer:blockdaemon-dedicated-recent-state,"[""[Website](https://www.blockdaemon.com/arbitrum)"",""[Docs](https://docs.blockdaemon.com/docs/arbitrum)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockdaemon-sepolia-free-full-archive,,!offer:blockdaemon-free-full-archive,"[""[Website](https://www.blockdaemon.com/arbitrum)"",""[Docs](https://docs.blockdaemon.com/reference/arbitrum-one-methods-rpc-api)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockdaemon-sepolia-growth-full-archive,,!offer:blockdaemon-growth-full-archive,"[""[Buy](https://www.blockdaemon.com/api/pricing)"",""[Docs](https://docs.blockdaemon.com/reference/arbitrum-one-methods-rpc-api)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockdaemon-sepolia-starter-full-archive,,!offer:blockdaemon-starter-full-archive,"[""[Buy](https://www.blockdaemon.com/api/pricing)"",""[Docs](https://docs.blockdaemon.com/reference/arbitrum-one-methods-rpc-api)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockeden-one-basic-full-archive,,!offer:blockeden-basic-full-archive,,,,,,,one,,,,,,,,,,,,,,,,,,,
blockeden-one-basic-recent-state,,!offer:blockeden-basic-recent-state,,,,,,,one,,,,,,,,,,,,,,,,,,,
blockeden-one-enterprise-50-full-archive,,!offer:blockeden-enterprise-50-full-archive,,,,,,,one,,,,,,,,,,,,,,,,,,,
blockeden-one-enterprise-50-recent-state,,!offer:blockeden-enterprise-50-recent-state,,,,,,,one,,,,,,,,,,,,,,,,,,,
blockeden-one-enterprise-500-full-archive,,!offer:blockeden-enterprise-500-full-archive,,,,,,,one,,,,,,,,,,,,,,,,,,,
blockeden-one-enterprise-500-recent-state,,!offer:blockeden-enterprise-500-recent-state,,,,,,,one,,,,,,,,,,,,,,,,,,,
blockeden-one-free-full-archive,,!offer:blockeden-free-full-archive,,,,,,,one,,,,,,,,,,,,,,,,,,,
blockeden-one-free-recent-state,,!offer:blockeden-free-recent-state,,,,,,,one,,,,,,,,,,,,,,,,,,,
blockeden-one-pro-full-archive,,!offer:blockeden-pro-full-archive,,,,,,,one,,,,,,,,,,,,,,,,,,,
blockeden-one-pro-recent-state,,!offer:blockeden-pro-recent-state,,,,,,,one,,,,,,,,,,,,,,,,,,,
blockeden-sepolia-basic-full-archive,,!offer:blockeden-basic-full-archive,,,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockeden-sepolia-basic-recent-state,,!offer:blockeden-basic-recent-state,,,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockeden-sepolia-enterprise-50-full-archive,,!offer:blockeden-enterprise-50-full-archive,,,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockeden-sepolia-enterprise-50-recent-state,,!offer:blockeden-enterprise-50-recent-state,,,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockeden-sepolia-enterprise-500-full-archive,,!offer:blockeden-enterprise-500-full-archive,,,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockeden-sepolia-enterprise-500-recent-state,,!offer:blockeden-enterprise-500-recent-state,,,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockeden-sepolia-free-full-archive,,!offer:blockeden-free-full-archive,,,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockeden-sepolia-free-recent-state,,!offer:blockeden-free-recent-state,,,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockeden-sepolia-pro-full-archive,,!offer:blockeden-pro-full-archive,,,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockeden-sepolia-pro-recent-state,,!offer:blockeden-pro-recent-state,,,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockpi-nova-dedicated-recent-state,,!offer:blockpi-dedicated-recent-state,,,,,,,nova,,,,,,,,,,,,,,,,,,,
blockpi-nova-elementary-recent-state,,!offer:blockpi-elementary-recent-state,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,nova,,,,,,,,,,,,,,,,,,,
blockpi-nova-free-recent-state,,!offer:blockpi-free-recent-state,"[""[Website](https://blockpi.io/chain/arbitrum-nova)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,nova,,,,,,,,,,,,,,,,,,,
blockpi-nova-pay-as-you-go-recent-state,,!offer:blockpi-pay-as-you-go-recent-state,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,nova,,,,,,,,,,,,,,,,,,,
blockpi-nova-premium-recent-state,,!offer:blockpi-premium-recent-state,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,nova,,,,,,,,,,,,,,,,,,,
blockpi-one-dedicated-full-archive,,!offer:blockpi-dedicated-full-archive,,,,,,,one,,,,,,,,,,,,,,,,,,,
blockpi-one-dedicated-recent-state,,!offer:blockpi-dedicated-recent-state,,,,,,,one,,,,,,,,,,,,,,,,,,,
blockpi-one-elementary-full-archive,,!offer:blockpi-elementary-full-archive,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
blockpi-one-elementary-recent-state,,!offer:blockpi-elementary-recent-state,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
blockpi-one-free-full-archive,,!offer:blockpi-free-full-archive,"[""[Website](https://blockpi.io/chain/arbitrum/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
blockpi-one-free-recent-state,,!offer:blockpi-free-recent-state,"[""[Website](https://blockpi.io/chain/arbitrum/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
blockpi-one-pay-as-you-go-full-archive,,!offer:blockpi-pay-as-you-go-full-archive,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
blockpi-one-pay-as-you-go-recent-state,,!offer:blockpi-pay-as-you-go-recent-state,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
blockpi-one-premium-full-archive,,!offer:blockpi-premium-full-archive,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
blockpi-one-premium-recent-state,,!offer:blockpi-premium-recent-state,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
blockpi-sepolia-dedicated-full-archive,,!offer:blockpi-dedicated-full-archive,,,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockpi-sepolia-dedicated-recent-state,,!offer:blockpi-dedicated-recent-state,,,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockpi-sepolia-elementary-full-archive,,!offer:blockpi-elementary-full-archive,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockpi-sepolia-elementary-recent-state,,!offer:blockpi-elementary-recent-state,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockpi-sepolia-free-full-archive,,!offer:blockpi-free-full-archive,"[""[Website](https://blockpi.io/chain/arbitrum/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockpi-sepolia-free-recent-state,,!offer:blockpi-free-recent-state,"[""[Website](https://blockpi.io/chain/arbitrum/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockpi-sepolia-pay-as-you-go-full-archive,,!offer:blockpi-pay-as-you-go-full-archive,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockpi-sepolia-pay-as-you-go-recent-state,,!offer:blockpi-pay-as-you-go-recent-state,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockpi-sepolia-premium-full-archive,,!offer:blockpi-premium-full-archive,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
blockpi-sepolia-premium-recent-state,,!offer:blockpi-premium-recent-state,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/arbitrum)""]",,,,,,sepolia,,,,,,,,,,,,,,,,,,,
chain-love-one-free-full-archive,,!offer:chain-love-free,"[""[Website](https://arbitrum.chain.love/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
chain-love-one-free-indexer,,!offer:chain-love-free-indexer,"[""[Buy](/graph)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/arbitrum)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
chainbase-one-developer-custom,,!offer:chainbase-developer-custom,"[""[Buy](https://platform.chainbase.com/pricing)"",""[Docs](https://docs.chainbase.com/catalog/Arbitrum/Overview#the-major-features-of-the-arbitrum-blockchain)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
chainbase-one-free-custom,,!offer:chainbase-free-custom,"[""[Website](https://platform.chainbase.com/chainNetwork/Arbitrum)"",""[Docs](https://docs.chainbase.com/catalog/Arbitrum/Overview#the-major-features-of-the-arbitrum-blockchain)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
chainnodes-one-free-full-archive,,!offer:chainnodes-free-full-archive,"[""[Website](https://www.chainnodes.org/chains/arbitrum)"",""[Docs](https://www.chainnodes.org/docs)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
chainnodes-one-pay-as-you-go-full-archive,,!offer:chainnodes-pay-as-you-go-full-archive,,,,,,,one,,,,,,,,,,,,,,,,,,,
chainstack-one-business-full-archive,,!offer:chainstack-business-full-archive,"[""[Buy](https://chainstack.referral-factory.com/uDAlJWDK)"",""[Docs](https://docs.chainstack.com/reference/arbitrum-getting-started)""]",https://chainstack.referral-factory.com/uDAlJWDK,,,,,one,,,,,,,,,,,,,,,,,,,
chainstack-one-business-recent-state,,!offer:chainstack-business-recent-state,"[""[Buy](https://chainstack.referral-factory.com/uDAlJWDK)"",""[Docs](https://docs.chainstack.com/reference/arbitrum-getting-started)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
chainstack-one-developer-recent-state,,!offer:chainstack-developer-recent-state,"[""[Website](https://chainstack.referral-factory.com/uDAlJWDK)"",""[Docs](https://docs.chainstack.com/reference/arbitrum-getting-started)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
chainstack-one-growth-full-archive,,!offer:chainstack-growth-full-archive,"[""[Buy](https://chainstack.referral-factory.com/uDAlJWDK)"",""[Docs](https://docs.chainstack.com/reference/arbitrum-getting-started)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
chainstack-one-growth-recent-state,,!offer:chainstack-growth-recent-state,"[""[Buy](https://chainstack.referral-factory.com/uDAlJWDK)"",""[Docs](https://docs.chainstack.com/reference/arbitrum-getting-started)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
chainstack-one-pro-full-archive,,!offer:chainstack-pro-full-archive,"[""[Buy](https://chainstack.referral-factory.com/uDAlJWDK)"",""[Docs](https://docs.chainstack.com/reference/arbitrum-getting-started)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
chainstack-one-pro-recent-state,,!offer:chainstack-pro-recent-state,"[""[Buy](https://chainstack.referral-factory.com/uDAlJWDK)"",""[Docs](https://docs.chainstack.com/reference/arbitrum-getting-started)""]",,,,,,one,,,,,,,,,,,,,,,,,,,
