slug,provider,offer,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,tag
hotwallet,Hot Wallet,,"[""[Website](https://hot-labs.org/wallet/)""]",FALSE,"[""Web"",""iOS"",""Android""]",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"[""XLM"",""Stellar-based assets""]",FALSE,Free,"[""Email"",""Discord""]",,"[""EN""]",FALSE,
kryptogo-wallet,,!offer:kryptogo-wallet,,,,,,,,,,,,,,,,,,,
ledger,,!offer:ledger,,,,,,,,,,,,,,,,,,,
lobstr,LOBSTR,,"[""[Website](https://lobstr.co/)""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"[""XLM"",""Stellar-based assets""]",FALSE,Free,"[""Email"",""Discord""]","[""Audit by Quantstamp, 2023""]","[""EN"",""ES"",""FR""]",TRUE,
math-wallet,,!offer:math-wallet,,,,,,,,,,,,,,,,,,,
nufi-wallet,,!offer:nufi-wallet,,,,,,,,,,,,,,,,,,,
ownbit,,!offer:ownbit,,,,,,,,,,,,,,,,,,,
paypal,PayPal,,"[""[Website](https://www.paypal.com/us/digital-wallet/manage-money/crypto)""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[""XLM"",""Stellar-based assets""]",FALSE,Free,"[""Email"",""Helpdesk""]","[""Multiple audits by third parties""]","[""EN"",""ES"",""FR"",""DE""]",FALSE,
ronin-wallet,,!offer:ronin-wallet,,,,,,,,,,,,,,,,,,,
saakuru-wallet,,!offer:saakuru-wallet,,,,,,,,,,,,,,,,,,,
solarwallet,Solar Wallet,,"[""[Website](https://solarwallet.io/)""]",FALSE,"[""Desktop"",""iOS"",""Android""]",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"[""XLM"",""Stellar-based assets""]",FALSE,Free,"[""Email""]","[""Audit by Hacken, 2024""]","[""EN""]",TRUE,
tangem,,!offer:tangem,,,,,,,,,,,,,,,,,,,
trezor,,!offer:trezor,,,,,,,,,,,,,,,,,,,
trustwallet,,!offer:trustwallet,,,,,,,,,,,,,,,,,,,
uhuruwallet,Uhuru Wallet,,"[""[Website](https://www.uhuruwallet.co.za/)""]",FALSE,"[""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[""XLM"",""Stellar-based assets""]",FALSE,Free,"[""Email""]",,"[""EN""]",FALSE,
walletverse,,!offer:walletverse,,,,,,,,,,,,,,,,,,,
xbull,xBull Wallet,,"[""[Website](https://xbull.app/)""]",TRUE,"[""Web"",""iOS"",""Android""]",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"[""XLM"",""Stellar-based assets""]",FALSE,Free,"[""Email"",""Discord""]",,"[""EN""]",FALSE,
zypto,,!offer:zypto,,,,,,,,,,,,,,,,,,,
