slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
avalanche-sdk-client,Ava Labs,SDK Client,"[""[Docs](https://developers.avacloud.io/avalanche-sdk/client-sdk/getting-started)"",""[GitHub](https://github.com/ava-labs/avalanche-sdk-typescript)""]",SDK,TypeScript,"[""Avalanche"",""RPC"",""Wallet Integration"",""Client SDK""]","TypeScript SDK package for direct Avalanche chain interaction including RPC access, transaction handling and wallet workflows",Free,,$0,FALSE,FALSE,,TBD,TBD,Ava Labs,BSD-3-Clause
avalanche-sdk-interchain,Ava Labs,SDK Interchain,"[""[Docs](https://developers.avacloud.io/avalanche-sdk/interchain-sdk/getting-started)"",""[GitHub](https://github.com/ava-labs/avalanche-sdk-typescript)""]",SDK,TypeScript,"[""Avalanche"",""Interchain Messaging"",""ICM"",""Teleporter""]",TypeScript SDK package for building cross-L1 messaging flows on Avalanche using ICM and Teleporter,Free,,$0,FALSE,FALSE,,TBD,TBD,Ava Labs,BSD-3-Clause
axelar-sdk,Axelar,SDK,"[""[Docs](https://docs.axelar.dev/dev/axelarjs-sdk/intro/)""]",SDK,JavaScript,"[""Cross-chain communication"",""Interoperability"",""AxelarJS SDK""]",SDK for integrating cross-chain token transfers and general message passing using Axelars decentralized interoperability network,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,Apache-2.0
aztec-sdk-free,Aztec,,"[""[Docs](https://docs.aztec.network/developers/docs/aztec-js)""]",SDK,TBD,"[""Zero-Knowledge Proofs"",""Privacy-first /Confidential transactions"",""Ethereum Layer 2""]","It provides SDK, documentation, testnet access and especially Noir, a Rust-like programming language for writing zero-knowledge smart contracts",Free,,$0 ,FALSE,FALSE,,TBD,TBD,TBD,TBD
biconomy,Biconomy,,"[""[Docs](https://docs.biconomy.io/)""]",SDK,TypeScript,"[""Gasless transactions"",""Relayer"",""AbstractJS SDK""]","Multichain relayer infrastructure offering gasless transactions, transaction batching and other features to simplify Web3 UX and onboarding",Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
blockdaemon-sdk-enterprise,Blockdaemon,Staking SDK,"[""[GitLab](https://gitlab.com/Blockdaemon/open-source/staking-sdk/-/tree/dev/libs/ts/staking-sdk-eth)"",""[Contact](https://www.blockdaemon.com/api/pricing)""]",SDK,TypeScript,"[""Web3 Gateway"",""Institutional Grade Blockchain"",""Scalable Blockchain Solutions"",""Multi-Protocol Support""]","It provides an extensive toolkit, including REST and RPC APIs and SDKs, for developers to build Web3 applications and integrate with various blockchain networks",Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
blockdaemon-sdk-free,Blockdaemon,Staking SDK,"[""[GitLab](https://gitlab.com/Blockdaemon/open-source/staking-sdk/-/tree/dev/libs/ts/staking-sdk-eth)"",""[Docs](https://docs.blockdaemon.com/reference/staking-sdk)""]",SDK,TypeScript,"[""Web3 Gateway"",""Institutional Grade Blockchain"",""Scalable Blockchain Solutions"",""Multi-Protocol Support""]","It provides an extensive toolkit, including REST and RPC APIs and SDKs, for developers to build Web3 applications and integrate with various blockchain networks",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
blockdaemon-sdk-growth,Blockdaemon,Staking SDK,"[""[GitLab](https://gitlab.com/Blockdaemon/open-source/staking-sdk/-/tree/dev/libs/ts/staking-sdk-eth)"",""[Contact](https://www.blockdaemon.com/api/pricing)""]",SDK,TypeScript,"[""Web3 Gateway"",""Institutional Grade Blockchain"",""Scalable Blockchain Solutions"",""Multi-Protocol Support""]","It provides an extensive toolkit, including REST and RPC APIs and SDKs, for developers to build Web3 applications and integrate with various blockchain networks",Tiered,Growth,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
blockdaemon-sdk-starter,Blockdaemon,Staking SDK,"[""[GitLab](https://gitlab.com/Blockdaemon/open-source/staking-sdk/-/tree/dev/libs/ts/staking-sdk-eth)"",""[Contact](https://www.blockdaemon.com/api/pricing)""]",SDK,TypeScript,"[""Web3 Gateway"",""Institutional Grade Blockchain"",""Scalable Blockchain Solutions"",""Multi-Protocol Support""]","It provides an extensive toolkit, including REST and RPC APIs and SDKs, for developers to build Web3 applications and integrate with various blockchain networks",Tiered,Starter,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
blueprint-func,Blueprint,,"[""[Website](https://github.com/ton-org/blueprint)""]",Framework,FunC,"[""Smart Contract Framework"",""Tact"",""FunC"",""Testing""]","The official development environment for writing, testing, and deploying smart contracts on TON. Similar to Hardhat but for the TVM",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
blueprint-tact,Blueprint,,"[""[Website](https://github.com/ton-org/blueprint)""]",Framework,Tact,"[""Smart Contract Framework"",""Tact"",""FunC"",""Testing""]","The official development environment for writing, testing, and deploying smart contracts on TON. Similar to Hardhat but for the TVM",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
blueprint-tolk,Blueprint,,"[""[Website](https://github.com/ton-org/blueprint)""]",Framework,Tolk,"[""Smart Contract Framework"",""Tact"",""FunC"",""Testing""]","The official development environment for writing, testing, and deploying smart contracts on TON. Similar to Hardhat but for the TVM",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
brownie,Brownie,,"[""[Website](https://github.com/eth-brownie/brownie)""]",Framework,Python,"[""Smart contract development""]","It provides developers with a robust set of tools to write, test, debug, and deploy smart contracts using the Python programming language instead of JavaScript/TypeScript, which is more common in Web3 development",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
capstone-disassembler,Capstone Disassembler,,"[""[Website](https://github.com/crytic/pyevmasm)""]",Library,TBD,"[""EVM assembler library"",""EVM disassembler"",""Assemble EVM instructions"",""EVM bytecode generation""]",It provides the granular control and visibility needed to work directly with the low-level machine code that powers smart contracts on Ethereum and other EVM-compatible blockchains,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
chainbase-sdk-developer,Chainbase,,"[""[Buy](https://platform.chainbase.com/pricing)""]",SDK,JavaScript,"[""Multi-Chain Data Platform"",""Blockchain Developer Tools"",""Blockchain Data API"",""On-Chain Data Analytics""]","It provides a full suite of tools and SDKs to help developers build Web3 applications more efficiently, including a console for creating, debugging and managing projects",Tiered,Developer,$99/mo,FALSE,TRUE,,TBD,TBD,TBD,TBD
chainbase-sdk-enterprise,Chainbase,,"[""[Contact](https://platform.chainbase.com/contact)""]",SDK,JavaScript,"[""Multi-Chain Data Platform"",""Blockchain Developer Tools"",""Blockchain Data API"",""On-Chain Data Analytics""]","It provides a full suite of tools and SDKs to help developers build Web3 applications more efficiently, including a console for creating, debugging and managing projects",Enterprise,,Custom,FALSE,TRUE,,TBD,TBD,TBD,TBD
chainbase-sdk-free,Chainbase,,"[""[Docs](https://docs.chainbase.com/network/introduction/networks/developers#setting-up-the-development-environment)""]",SDK,JavaScript,"[""Multi-Chain Data Platform"",""Blockchain Developer Tools"",""Blockchain Data API"",""On-Chain Data Analytics""]","It provides a full suite of tools and SDKs to help developers build Web3 applications more efficiently, including a console for creating, debugging and managing projects",Free,,$0 ,FALSE,TRUE,,TBD,TBD,TBD,TBD
connectkit,ConnectKit,,"[""[Website](https://family.co/docs/connectkit)""]",Library,TypeScript,"[""Wallet Connect"",""Web3 wallet"",""React Component Library""]",React component library for Web3 frontend developers that simplifies the process of connecting a user's cryptocurrency wallet to a decentralized application,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
dappkit,Dappkit,,"[""[GitHub](https://github.com/layerx-labs/dappkit)""]",SDK,TBD,"[""dApp development"",""Web3 SDK"",""Blockchain development"",""Smart contract interaction""]","It is a free, open-source Software Development Kit and platform that streamlines the creation and integration of web3 applications by providing pre-built tools, components, and code libraries",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
db3-js,db3.js,,"[""[Docs](https://docs.db3.network/)""]",SDK,JavaScript,"[""Decentralized Database"",""Blockchain"",""InterPlanetary File System"",""Arweave""]",It provides a collection of JavaScript and TypeScript libraries for developers to connect and interact with Ethereum and other EVM-compatible blockchain nodes,Free,,$0 ,FALSE,FALSE,,TBD,TBD,TBD,TBD
dfns-sdk-basic,Dfns,SDK,"[""[Buy](https://www.dfns.co/pricing)"",""[Docs](https://docs.dfns.co/sdks)"" ]",SDK,TypeScript,"[""Wallet-as-a-Service"",""Key Management"",""Account Abstraction""]","An institutional-grade Wallet-as-a-Service (WaaS) and digital asset infrastructure platform offering comprehensive SDKs for secure, programmable wallet management across dozens of blockchains.",Tiered,Basic,$600/mo,TRUE,FALSE,,TBD,TBD,TBD,TBD
dfns-sdk-enterprise,Dfns,SDK,"[""[Contact](https://www.dfns.co/pricing)"",""[Docs](https://docs.dfns.co/sdks)"" ]",SDK,TypeScript,"[""Wallet-as-a-Service"",""Key Management"",""Account Abstraction""]","An institutional-grade Wallet-as-a-Service (WaaS) and digital asset infrastructure platform offering comprehensive SDKs for secure, programmable wallet management across dozens of blockchains.",Enterprise,,Custom,TRUE,FALSE,,TBD,TBD,TBD,TBD
dfns-sdk-pro,Dfns,SDK,"[""[Buy](https://www.dfns.co/pricing)"",""[Docs](https://docs.dfns.co/sdks)"" ]",SDK,TypeScript,"[""Wallet-as-a-Service"",""Key Management"",""Account Abstraction""]","An institutional-grade Wallet-as-a-Service (WaaS) and digital asset infrastructure platform offering comprehensive SDKs for secure, programmable wallet management across dozens of blockchains.",Tiered,Pro,$2.8K/mo,TRUE,FALSE,,TBD,TBD,TBD,TBD
dfns-sdk-starter,Dfns,SDK,"[""[Buy](https://www.dfns.co/pricing)"",""[Docs](https://docs.dfns.co/sdks)"" ]",SDK,TypeScript,"[""Wallet-as-a-Service"",""Key Management"",""Account Abstraction""]","An institutional-grade Wallet-as-a-Service (WaaS) and digital asset infrastructure platform offering comprehensive SDKs for secure, programmable wallet management across dozens of blockchains.",Tiered,Starter,$60/mo,TRUE,FALSE,,TBD,TBD,TBD,TBD
dynamic-sdk-enterprise,Dynamic,SDK,"[""[Website](https://www.dynamic.xyz/sdk)"",""[Docs](https://www.dynamic.xyz/docs/unity/sdk-reference/overview)""]",SDK,TypeScript,"[""Web3 Onboarding"",""Wallet Integration"",""Authentication""]",Developer toolkit for embedding non-custodial wallets and frictionless user onboarding across multiple networks without complex backend infrastructure.,Enterprise,Custom,Custom,FALSE,FALSE,,TBD,TBD,Dynamic,TBD
dynamic-sdk-free,Dynamic,SDK,"[""[Website](https://www.dynamic.xyz/sdk)"",""[Docs](https://www.dynamic.xyz/docs/unity/sdk-reference/overview)""]",SDK,TypeScript,"[""Web3 Onboarding"",""Wallet Integration"",""Authentication""]",Developer toolkit for embedding non-custodial wallets and frictionless user onboarding across multiple networks without complex backend infrastructure.,Free,Starter,$0,FALSE,FALSE,,TBD,TBD,Dynamic,TBD
dynamic-sdk-growth,Dynamic,SDK,"[""[Website](https://www.dynamic.xyz/sdk)"",""[Docs](https://www.dynamic.xyz/docs/unity/sdk-reference/overview)""]",SDK,TypeScript,"[""Web3 Onboarding"",""Wallet Integration"",""Authentication""]",Developer toolkit for embedding non-custodial wallets and frictionless user onboarding across multiple networks without complex backend infrastructure.,Tiered,Growth,$249/mo,FALSE,FALSE,,TBD,TBD,Dynamic,TBD
embark,Embark,,"[""[Website](https://github.com/embarklabs/embark)""]",Framework,Rust,"[""Game Development"",""Game Engine"",""Open Source Tools"",""Rendering""]","It provides tools for developing smart contracts, integrating with blockchain platforms like Ethereum and connecting to decentralized storage and communication platforms",Free,,$0 ,FALSE,FALSE,,TBD,TBD,TBD,TBD
ens-js,ENSjs,,"[""[Website](https://github.com/ensdomains/ensjs?tab=readme-ov-file)""]",Library,JavaScript,"[""Ethereum Name Service"",""ENS Domains"",""Web3 Development""]",It allows developers to interact with the Ethereum Name Service smart contracts and infrastructure,Free,,$0 ,FALSE,FALSE,,TBD,TBD,TBD,TBD
eth-abi,ApeWorx,,"[""[Docs](https://eth-abi.readthedocs.io/)"",""[GitHub](https://github.com/ApeWorX/eth-abi)""]",Library,Python,"[""Ethereum"",""Python"",""ABI encoding"",""ABI decoding""]","Python utilities for encoding and decoding values using Solidity's binary ABI format.",Public,,$0,FALSE,FALSE,,,,,
eth-account,ApeWorx,,"[""[Docs](https://eth-account.readthedocs.io/)"",""[GitHub](https://github.com/ApeWorX/eth-account)""]",Library,Python,"[""Ethereum"",""Python"",""Accounts"",""Transaction signing"",""Messages""]","Python library for managing Ethereum accounts and signing transactions, messages, and typed data with local private keys.",Public,,$0,FALSE,FALSE,,,,,
eth-tx,EthTx,,"[""[Website](https://github.com/EthTx/ethtx)""]",Library,Python,"[""Ethereum transaction decoder"",""Blockchain transaction analysis""]","It is a developer and analyst tool that decodes Ethereum transactions into a human-readable format, providing valuable insights into the underlying smart contract logic and token flows",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
ethereumjs,EthereumJS,,"[""[Website](https://ethereumjs.github.io/)"",""[GitHub](https://github.com/ethereumjs/ethereumjs-monorepo)""]",SDK,TypeScript,"[""Ethereum"",""TypeScript"",""EVM"",""Transactions"",""Protocol libraries""]","Modular TypeScript protocol libraries for Ethereum execution, including EVM, VM, transaction, block, chain configuration, state, and utility packages.",Public,,$0,FALSE,FALSE,,,,,
ethers-js,Ethers.js,,"[""[Website](https://docs.ethers.org/v6/)""]",Library,JavaScript,"[""Library"",""dApp development""]",It is a comprehensive JavaScript and TypeScript toolkit that provides developers with a robust and simple way to interact with the Ethereum blockchain and its broader ecosystem,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
etherspot,Etherspot Prime,SDK,"[""[Website](https://etherspot.io)"", ""[Docs](https://etherspot.fyi/prime-sdk/intro)""]",SDK,TBD,"[""Account Abstraction"",""Wallet SDK""]",Account Abstraction SDK providing Web2-like smart wallet experiences i.e social logins batched transactions to Ethereum dApps,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
evmole,Evmole,,"[""[Website](https://github.com/cdump/evmole)""]",Library,TBD,"[""EVM Bytecode Analysis"",""Smart Contract Analysis"",""ABI Extraction"",""Function Selector Decoding""]","It provides a library for extracting function selectors, arguments, and other key information from Ethereum Virtual Machine (EVM) bytecode, even for unverified smart contracts",Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
fift-lang,Fift,,"[""[Docs](https://blog.ton.org/introduction-to-fift)""]",Programming language,Fift,"[""Smart Contracts"",""Language"",""Low-Level"",""TVM""]","A low-level stack-based programming language for the TON Virtual Machine (TVM), primarily used for tooling, scripts, and advanced contract development",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
foundry,Foundry,,"[""[Docs](https://www.getfoundry.sh/)""]",Framework,Rust,"[""Framework""]",Solidity-native smart contract development toolkit written in Rust offering blazing-fast compilation and testing,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
foundry-zksync,Zksync,Foundry-ZKsync,"[""[Docs](https://foundry-book.zksync.io/)"",""[GitHub](https://github.com/matter-labs/foundry-zksync)""]",Framework,Rust,"[""Foundry"",""ZKsync"",""Smart contract development""]","Foundry-based smart contract development toolkit for compiling testing and deploying contracts on ZKsync Era and EraVM-powered chains",Free,,$0,FALSE,FALSE,,v0.1.9,2026-02-24,Matter Labs,MIT / Apache-2.0
func-lang,FunC,,"[""[Docs](https://docs.ton.org/develop/func/overview)""]",SDK,FunC,"[""Smart Contracts"",""Language"",""Low-Level""]","The lower-level, C-like programming language used to write raw smart contracts for the TON Virtual Machine (TVM)",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
fuzzlib,Fuzzlib,,"[""[Website](https://github.com/perimetersec/fuzzlib)""]",Library,Solidity,"[""Fuzz Testing"",""Software Testing"",""Security Testing"",""Vulnerability Research""]",It helps Web3 developers enhance the security and stability of their smart contracts by streamlining the fuzzing process,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
fvm-assemblyscript-sdk,Zondax,FVM AssemblyScript SDK,"[""[GitHub](https://github.com/Zondax/fvm-as-sdk)""]",SDK,TBD,"[""SDK""]",AssemblyScript SDK for Filecoin Virtual Machine smart contract development,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
fvm-powergate-textile,Powergate,FVM Powergate Textile,"[""[Docs](https://docs.textile.io/powergate/)"",""[GitHub](https://github.com/textileio/powergate)""]",SDK,TBD,"[""SDK""]",Textile Powergate SDK for building on Filecoin,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
ginco-sdk-enterprise,Ginco,SDK,"[""[Website](https://www.ginco.com/wallet-builder)""]",SDK,TBD,"[""Web3 SDK"",""Blockchain Development Kit"",""Crypto Wallet SDK"",""Non-Custodial Wallet SDK""]","It is specifically designed to help businesses integrate blockchain functionalities, such as digital asset wallets and transaction monitoring, into their own services",Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
go-ethereum,Go Ethereum,,"[""[Docs](https://geth.ethereum.org/docs/developers/dapp-developer/native-bindings-v2)"",""[GitHub](https://github.com/ethereum/go-ethereum)""]",SDK,Go,"[""Ethereum"",""Go"",""JSON-RPC"",""Smart contracts"",""Transaction signing""]","Go packages for interacting with Ethereum-compatible nodes, accounts, transactions, smart contracts, and JSON-RPC services.",Public,,$0,FALSE,FALSE,,,,,
halliday-sdk,Halliday,,"[""[Docs](https://docs.halliday.xyz/pages/payments-sdk-docs)""]",Onramp,JavaScript,"[""Payments SDK Widget""]","It enables developers to integrate a widget for seamless cryptocurrency payments, including fiat onramps, cross-chain swaps, and exchange withdrawals to any token or chain",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
hardhat,Hardhat,,"[""[Docs](https://hardhat.org/docs)""]",Framework,JavaScript,"[""Framework""]",Versatile Ethereum development framework simplifying smart contract building testing and deployment,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
hardhat-zksync,Zksync,Hardhat-ZKsync,"[""[Docs](https://docs.zksync.io/zksync-network/zksync-era/custom-tooling#hardhat-zksync)"",""[GitHub](https://github.com/matter-labs/hardhat-zksync)""]",Framework,TypeScript,"[""Hardhat"",""ZKsync"",""Smart contract development""]","Official Hardhat plugin suite for compiling deploying testing verifying and upgrading contracts targeting ZKsync Era and EraVM-powered chains",Free,,$0,FALSE,FALSE,,TBD,TBD,Matter Labs,MIT / Apache-2.0
huff,Huff,,"[""[Website](https://huff.sh/)""]",Programming Language,Huff,"[""EVM programming language"",""Ethereum smart contracts"",""Low-level smart contract language""]",It is a low-level programming language and associated ecosystem of developer tools used for writing extremely optimized smart contracts on the Ethereum Virtual Machine,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
huffmate,Huffmate,,"[""[Website](https://github.com/huff-language/huffmate)""]",Library,Huff,"[""Huff-language"",""Smart-contracts"",""Solidity-tools""]","It provides a library of hyper-optimized Huff smart contracts intended as resources for learning and implementation, rather than a compiler or debugger",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
hyperlane-sdk,Hyperlane,SDK,"[""[Docs](https://docs.hyperlane.xyz/docs/reference/developer-tools/typescript-sdk/overview)""]",SDK,TypeScript,"[""Cross-chain messaging"",""Interoperability"",""Multi-chain apps""]",SDK for building applications that send messages and assets across different blockchain networks using Hyperlanes interoperability protocol,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,Apache-2.0
