slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
chainstack-developer-recent-state,Chainstack,,"[""[Website](https://chainstack.referral-factory.com/uDAlJWDK)"",""[Docs](https://docs.chainstack.com/docs/platform-introduction)""]",Developer,Free,Pruned,RPC,EVM JSON-RPC,$0,$20/1M extra requests,FALSE,FALSE,"[""eth"",""web3"",""net""]","[""25 RPS"",""3M reqs/mo"",""1 project""]","[""DDoS Protection"",""IP Protection""]","[""Usage analytics"",""Basic monitoring""]","[""Global""]","[""GraphQL Queries"",""Standard Support""]",,,99.90%,NULL,NULL,NULL,NULL,NULL,
chainstack-enterprise-full-archive,Chainstack,,"[""[Contact](https://chainstack.referral-factory.com/uDAlJWDK)"",""[Docs](https://docs.chainstack.com/docs/platform-introduction)""]",Enterprise,Tiered,Archive,RPC,EVM JSON-RPC,"up to $990/mo (monthly plan), up to $825/mo (yearly plan)",$5/1M extra requests,FALSE,TRUE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""600 RPS"",""140M requests"",""20 projects""]","[""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Advanced analytics"",""Custom monitoring""]","[""Global""]","[""GraphQL Queries"",""Standard Support""]",,,99.99%,NULL,NULL,NULL,NULL,NULL,
chainstack-enterprise-recent-state,Chainstack,,"[""[Contact](https://chainstack.referral-factory.com/uDAlJWDK)"",""[Docs](https://docs.chainstack.com/docs/platform-introduction)""]",Enterprise,Tiered,Pruned,RPC,EVM JSON-RPC,"up to $990/mo (monthly plan), up to $825/mo (yearly plan)",$5/1M extra requests,FALSE,TRUE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""400M requests"",""unlimited projects""]","[""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Advanced analytics"",""Custom monitoring""]","[""Global""]","[""GraphQL Queries"",""Standard Support""]",,,99.99%,NULL,NULL,NULL,NULL,NULL,
chainstack-growth-full-archive,Chainstack,,"[""[Buy](https://chainstack.referral-factory.com/uDAlJWDK)"",""[Docs](https://docs.chainstack.com/docs/platform-introduction)""]",Growth,Tiered,Archive,RPC,EVM JSON-RPC,"$49/mo (monthly plan), $40/mo (yearly plan)",$15/1M extra requests,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""25 RPS"",""3M reqs/mo"",""1 project""]","[""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Usage analytics"",""Custom monitoring"",""Engineering team support""]","[""Global""]","[""GraphQL Queries"",""Standard Support""]",,,99.90%,NULL,NULL,NULL,NULL,NULL,
chainstack-growth-recent-state,Chainstack,,"[""[Buy](https://chainstack.referral-factory.com/uDAlJWDK)"",""[Docs](https://docs.chainstack.com/docs/platform-introduction)""]",Growth,Tiered,Pruned,RPC,EVM JSON-RPC,"$49/mo (monthly plan), $40/mo (yearly plan)",$15/1M extra requests,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""250 RPS"",""20M requests"",""10 projects""]","[""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Usage analytics"",""Custom monitoring"",""Engineering team support""]","[""Global""]","[""GraphQL Queries"",""Standard Support""]",,,99.90%,NULL,NULL,NULL,NULL,NULL,
chainstack-pro-full-archive,Chainstack,,"[""[Buy](https://chainstack.referral-factory.com/uDAlJWDK)"",""[Docs](https://docs.chainstack.com/docs/platform-introduction)""]",Pro,Tiered,Archive,RPC,EVM JSON-RPC,"$199/mo (monthly plan), $166/mo (yearly plan)",$12.5/1M extra requests,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""250 RPS"",""20M requests"",""10 projects""]","[""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Usage analytics"",""Custom monitoring"",""Engineering team support""]","[""Global""]","[""GraphQL Queries"",""Standard Support""]",,,99.90%,NULL,NULL,NULL,NULL,NULL,
chainstack-pro-recent-state,Chainstack,,"[""[Buy](https://chainstack.referral-factory.com/uDAlJWDK)"",""[Docs](https://docs.chainstack.com/docs/platform-introduction)""]",Pro,Tiered,Pruned,RPC,EVM JSON-RPC,"$199/mo (monthly plan), $166/mo (yearly plan)",$12.5/1M extra requests,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""400 RPS"",""80M requests"",""15 projects""]","[""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Usage analytics"",""Custom monitoring"",""Engineering team support""]","[""Global""]","[""GraphQL Queries"",""Standard Support""]",,,99.90%,NULL,NULL,NULL,NULL,NULL,
chainup-cloud-free,Chainup Cloud,,"[""[Buy](https://cloud.chainup.com/plan)"",""[Docs](https://docs.chainupcloud.com/blockchain-api/filecoin/public-apis)""]",,Free,Pruned,RPC,EVM JSON-RPC,$0,$0,FALSE,FALSE,"[""All read methods + MPoolPush""]",null,"[""Domain name protection""]",null,null,,,,null,null,null,null,null,null,
crypto-apis-dedicated-full-archive,Crypto APIs,,"[""[Website](http://referral.cryptoapis.io/400124/17230)""]",,Dedicated,Archive,RPC,EVM JSON-RPC,Custom,Custom,FALSE,FALSE,"[""debug"",""trace"",""rest""]","[""custom limits""]","[""Real-time transaction scanning"",""Pre-signed transaction simulation"",""MPC (Multi-Party Computation) technology"",""Keyless wallet operations""]","[""Real-time tracking"",""Historical analysis"",""Automated notifications""]","[""Global""]","[""EVM transactions simulation"",""Webhook notifications"",""Fraud detection""]",,,,NULL,NULL,NULL,NULL,NULL,
crypto-apis-dedicated-recent-state,Crypto APIs,,"[""[Website](http://referral.cryptoapis.io/400124/17230)""]",,Dedicated,Pruned,RPC,EVM JSON-RPC,Custom,Custom,FALSE,FALSE,"[""debug"",""trace"",""rest""]","[""custom limits""]","[""Real-time transaction scanning"",""Pre-signed transaction simulation"",""MPC (Multi-Party Computation) technology"",""Keyless wallet operations""]","[""Real-time tracking"",""Historical analysis"",""Automated notifications""]","[""Global""]","[""EVM transactions simulation"",""Webhook notifications"",""Fraud detection""]",,,,NULL,NULL,NULL,NULL,NULL,
crypto-apis-enterprise-full-archive,Crypto APIs,,"[""[Contact](http://referral.cryptoapis.io/400124/17230)"",""[Docs](https://developers.cryptoapis.io/v-2.2024-12-12-175/RESTapis/general-information/overview)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,Custom,Custom,FALSE,FALSE,"[""debug"",""trace"",""rest""]","[""custom limits""]","[""Real-time transaction scanning"",""Pre-signed transaction simulation"",""MPC (Multi-Party Computation) technology"",""Keyless wallet operations""]","[""Real-time tracking"",""Historical analysis"",""Automated notifications""]","[""Global""]","[""EVM transactions simulation"",""Webhook notifications"",""Fraud detection""]",,,,NULL,NULL,NULL,NULL,NULL,
crypto-apis-enterprise-recent-state,Crypto APIs,,"[""[Contact](http://referral.cryptoapis.io/400124/17230)"",""[Docs](https://developers.cryptoapis.io/v-2.2024-12-12-175/RESTapis/general-information/overview)""]",,Enterprise,Pruned,RPC,EVM JSON-RPC,Custom,Custom,FALSE,FALSE,"[""debug"",""trace"",""rest""]","[""custom limits""]","[""Real-time transaction scanning"",""Pre-signed transaction simulation"",""MPC (Multi-Party Computation) technology"",""Keyless wallet operations""]","[""Real-time tracking"",""Historical analysis"",""Automated notifications""]","[""Global""]","[""EVM transactions simulation"",""Webhook notifications"",""Fraud detection""]",,,,NULL,NULL,NULL,NULL,NULL,
crypto-apis-free-full-archive,Crypto APIs,,"[""[Website](http://referral.cryptoapis.io/400124/17230)"",""[Docs](https://developers.cryptoapis.io/v-2.2024-12-12-175/RESTapis/general-information/overview)""]",,Free,Archive,RPC,EVM JSON-RPC,$0,$0,FALSE,FALSE,"[""debug"",""trace"",""rest""]","[""100K monthly credits"",""100 soft throughput"",""1K hard throughput""]","[""Real-time transaction scanning"",""Pre-signed transaction simulation"",""MPC (Multi-Party Computation) technology"",""Keyless wallet operations""]","[""Real-time tracking"",""Historical analysis"",""Automated notifications""]","[""Global""]","[""EVM transactions simulation"",""Webhook notifications"",""Fraud detection""]",,,,NULL,NULL,NULL,NULL,NULL,
crypto-apis-free-recent-state,Crypto APIs,,"[""[Website](https://cryptoapis.io/)"",""[Docs](https://developers.cryptoapis.io/v-2.2024-12-12-175/RESTapis/general-information/overview)""]",,Free,Pruned,RPC,EVM JSON-RPC,$0,$0,FALSE,FALSE,"[""debug"",""trace"",""rest""]","[""100K monthly credits"",""100 soft throughput"",""1K hard throughput""]","[""Real-time transaction scanning"",""Pre-signed transaction simulation"",""MPC (Multi-Party Computation) technology"",""Keyless wallet operations""]","[""Real-time tracking"",""Historical analysis"",""Automated notifications""]","[""Global""]","[""EVM transactions simulation"",""Webhook notifications"",""Fraud detection""]",,,,NULL,NULL,NULL,NULL,NULL,
crypto-apis-pro-full-archive,Crypto APIs,,"[""[Buy](http://referral.cryptoapis.io/400124/17230)"",""[Docs](https://developers.cryptoapis.io/v-2.2024-12-12-175/RESTapis/general-information/overview)""]",Pro,Tiered,Archive,RPC,EVM JSON-RPC,$799/mo,"$1/357,590 credits",FALSE,FALSE,"[""debug"",""trace"",""rest""]","[""600M monthly credits"",""12K soft throughput"",""24K hard throughput""]","[""Real-time transaction scanning"",""Pre-signed transaction simulation"",""MPC (Multi-Party Computation) technology"",""Keyless wallet operations""]","[""Real-time tracking"",""Historical analysis"",""Automated notifications""]","[""Global""]","[""EVM transactions simulation"",""Webhook notifications"",""Fraud detection""]",,,,NULL,NULL,NULL,NULL,NULL,
crypto-apis-pro-recent-state,Crypto APIs,,"[""[Buy](http://referral.cryptoapis.io/400124/17230)"",""[Docs](https://developers.cryptoapis.io/v-2.2024-12-12-175/RESTapis/general-information/overview)""]",Pro,Tiered,Pruned,RPC,EVM JSON-RPC,$799/mo,"$1/357,590 credits",FALSE,FALSE,"[""debug"",""trace"",""rest""]","[""600M monthly credits"",""12K soft throughput"",""24K hard throughput""]","[""Real-time transaction scanning"",""Pre-signed transaction simulation"",""MPC (Multi-Party Computation) technology"",""Keyless wallet operations""]","[""Real-time tracking"",""Historical analysis"",""Automated notifications""]","[""Global""]","[""EVM transactions simulation"",""Webhook notifications"",""Fraud detection""]",,,,NULL,NULL,NULL,NULL,NULL,
crypto-apis-scale-full-archive,Crypto APIs,,"[""[Buy](http://referral.cryptoapis.io/400124/17230)"",""[Docs](https://developers.cryptoapis.io/v-2.2024-12-12-175/RESTapis/general-information/overview)""]",Scale,Tiered,Archive,RPC,EVM JSON-RPC,$299/mo,"$1/318,522 credits",FALSE,FALSE,"[""debug"",""trace"",""rest""]","[""200M monthly credits"",""6K soft throughput"",""12K hard throughput""]","[""Real-time transaction scanning"",""Pre-signed transaction simulation"",""MPC (Multi-Party Computation) technology"",""Keyless wallet operations""]","[""Real-time tracking"",""Historical analysis"",""Automated notifications""]","[""Global""]","[""EVM transactions simulation"",""Webhook notifications"",""Fraud detection""]",,,,NULL,NULL,NULL,NULL,NULL,
crypto-apis-scale-recent-state,Crypto APIs,,"[""[Buy](http://referral.cryptoapis.io/400124/17230)"",""[Docs](https://developers.cryptoapis.io/v-2.2024-12-12-175/RESTapis/general-information/overview)""]",Scale,Tiered,Pruned,RPC,EVM JSON-RPC,$299/mo,"$1/318,522 credits",FALSE,FALSE,"[""debug"",""trace"",""rest""]","[""200M monthly credits"",""6K soft throughput"",""12K hard throughput""]","[""Real-time transaction scanning"",""Pre-signed transaction simulation"",""MPC (Multi-Party Computation) technology"",""Keyless wallet operations""]","[""Real-time tracking"",""Historical analysis"",""Automated notifications""]","[""Global""]","[""EVM transactions simulation"",""Webhook notifications"",""Fraud detection""]",,,,NULL,NULL,NULL,NULL,NULL,
crypto-apis-starter-full-archive,Crypto APIs,,"[""[Buy](http://referral.cryptoapis.io/400124/17230)"",""[Docs](https://developers.cryptoapis.io/v-2.2024-12-12-175/RESTapis/general-information/overview)""]",Starter,Tiered,Archive,RPC,EVM JSON-RPC,$49/mo,"$1/291,545 credits",FALSE,FALSE,"[""debug"",""trace"",""rest""]","[""30M monthly credits"",""3K soft throughput"",""6K hard throughput""]","[""Real-time transaction scanning"",""Pre-signed transaction simulation"",""MPC (Multi-Party Computation) technology"",""Keyless wallet operations""]","[""Real-time tracking"",""Historical analysis"",""Automated notifications""]","[""Global""]","[""EVM transactions simulation"",""Webhook notifications"",""Fraud detection""]",,,,NULL,NULL,NULL,NULL,NULL,
crypto-apis-starter-recent-state,Crypto APIs,,"[""[Buy](http://referral.cryptoapis.io/400124/17230)"",""[Docs](https://developers.cryptoapis.io/v-2.2024-12-12-175/RESTapis/general-information/overview)""]",Starter,Tiered,Pruned,RPC,EVM JSON-RPC,$49/mo,"$1/291,545 credits",FALSE,FALSE,"[""debug"",""trace"",""rest""]","[""30M monthly credits"",""3K soft throughput"",""6K hard throughput""]","[""Real-time transaction scanning"",""Pre-signed transaction simulation"",""MPC (Multi-Party Computation) technology"",""Keyless wallet operations""]","[""Real-time tracking"",""Historical analysis"",""Automated notifications""]","[""Global""]","[""EVM transactions simulation"",""Webhook notifications"",""Fraud detection""]",,,,NULL,NULL,NULL,NULL,NULL,
dipdup-free-indexer,dipDup,,"[""[Website](https://dipdup.io/)"",""[Docs](https://dipdup.io/docs)""]",,Free,Archive,Indexed Data,Custom,$0,$0 (self-hosted open-source),FALSE,FALSE,"[""GraphQL"",""Code-gen APIs""]",,"[""Open-source stack security""]","[""Logs"",""Analytics""]","[""Global""]","[""Fast setup templates"",""Open-source""]",null,,,NULL,,NULL,,NULL,
drpc-enterprise-full-archive,dRPC,,"[""[Contact](https://drpc.org?ref=7100cc)"",""[Docs](https://drpc.org/docs)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,Custom,Custom,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""Unlimited RPS, up to 300M reqs/mo""]","[""DDoS Protection"", ""IP Protection"", ""Domain name protection"", ""Custom rate limiting"", ""Method Limiting"", ""Error tracing"", ""Contract addresses protection""]","[""per-method analytics"", ""latency"", ""CU analytics""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
drpc-enterprise-recent-state,dRPC,,"[""[Contact](https://drpc.org?ref=7100cc)"",""[Docs](https://drpc.org/docs)""]",,Enterprise,Pruned,RPC,EVM JSON-RPC,Custom,Custom,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""Unlimited RPS, up to 300M reqs/mo""]","[""DDoS Protection"", ""IP Protection"", ""Domain name protection"", ""Custom rate limiting"", ""Method Limiting"", ""Error tracing"", ""Contract addresses protection""]","[""per-method analytics"", ""latency"", ""CU analytics""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
drpc-free-full-archive,dRPC,,"[""[Website](https://drpc.org?ref=7100cc)"",""[Docs](https://drpc.org/docs)""]",,Free,Archive,RPC,EVM JSON-RPC,$0,$0,FALSE,FALSE,"[""eth"",""web3"",""net""]","[""100 req/s, free 210M CUs/mo""]","[""DDoS Protection"",""IP Protection""]","[""Usage analytics""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
drpc-free-recent-state,dRPC,,"[""[Website](https://drpc.org?ref=7100cc)"",""[Docs](https://drpc.org/docs)""]",,Free,Pruned,RPC,EVM JSON-RPC,$0,$0,FALSE,FALSE,"[""eth"",""web3"",""net""]","[""100 req/s, free 210M CUs/mo""]","[""DDoS Protection"",""IP Protection""]","[""Usage analytics""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
drpc-pay-as-you-go-full-archive,dRPC,,"[""[Buy](https://drpc.org?ref=7100cc)"",""[Docs](https://drpc.org/docs)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,$0,$6/1M requests,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""5K req/s, 20M CUs""]","[""DDoS Protection"", ""IP Protection"", ""Domain name protection"", ""Custom rate limiting"", ""Method Limiting"", ""Error tracing"", ""Contract addresses protection""]","[""per-method analytics"", ""latency"", ""CU analytics""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
drpc-pay-as-you-go-recent-state,dRPC,,"[""[Buy](https://drpc.org?ref=7100cc)"",""[Docs](https://drpc.org/docs)""]",,Pay-as-you-go,Pruned,RPC,EVM JSON-RPC,$0,$6/1M requests,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""5K req/s, 20M CUs""]","[""DDoS Protection"", ""IP Protection"", ""Domain name protection"", ""Custom rate limiting"", ""Method Limiting"", ""Error tracing"", ""Contract addresses protection""]","[""per-method analytics"", ""latency"", ""CU analytics""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
drpc-public-full-archive,dRPC,,"[""[Website](https://drpc.org?ref=7100cc)"",""[Docs](https://drpc.org/docs)""]",,Public,Archive,RPC,EVM JSON-RPC,$0,$0,FALSE,FALSE,"[""eth"",""web3"",""net"", ""debug"", ""tracing""]","[""Limited (unknown limits)""]",,,"[""Global""]",,,,NULL,NULL,NULL,NULL,NULL,NULL,
drpc-public-recent-state,dRPC,,"[""[Website](https://drpc.org?ref=7100cc)"",""[Docs](https://drpc.org/docs)""]",,Public,Pruned,RPC,EVM JSON-RPC,$0,$0,FALSE,FALSE,"[""eth"",""web3"",""net""]","[""Limited (unknown limits)""]",,,"[""Global""]",,,,NULL,NULL,NULL,NULL,NULL,NULL,
dwellir-dedicated-full-archive,Dwellir,,"[""[Contact](https://www.dwellir.com/contact)"",""[Docs](https://www.dwellir.com/docs)""]",,Dedicated,Archive,RPC,EVM JSON-RPC,Custom,Custom,FALSE,FALSE,"[""trace"",""debug""]",,"[""HTTPS and WebSocket protocols with strict authentication controls such as API key rotation, IP allow lists, and JWT-based authentication to prevent unauthorized access"",""Bare metal servers""]",,"[""Global""]",,,,,NULL,NULL,NULL,NULL,NULL,
dwellir-dedicated-recent-state,Dwellir,,"[""[Contact](https://www.dwellir.com/contact)"",""[Docs](https://www.dwellir.com/docs)""]",,Dedicated,Pruned,RPC,EVM JSON-RPC,Custom,Custom,FALSE,FALSE,"[""trace"",""debug""]",,"[""HTTPS and WebSocket protocols with strict authentication controls such as API key rotation, IP allow lists, and JWT-based authentication to prevent unauthorized access"",""Bare metal servers""]",,"[""Global""]",,,,,NULL,NULL,NULL,NULL,NULL,
dwellir-developer-full-archive,Dwellir,,"[""[Buy](https://www.dwellir.com/pricing)"",""[Docs](https://www.dwellir.com/docs)""]",Developer,Tiered,Archive,RPC,EVM JSON-RPC,$49/mo,$5/1M requests,FALSE,FALSE,"[""trace"",""debug""]","[""100 responses/sec"",""500 responses/sec(burst)"",""unlimited daily response"",""10 API Keys"",""25M responses""]","[""HTTPS and WebSocket protocols with strict authentication controls such as API key rotation, IP allow lists, and JWT-based authentication to prevent unauthorized access"",""Bare metal servers""]",,"[""Global""]",null,,,,NULL,NULL,NULL,NULL,NULL,
dwellir-developer-recent-state,Dwellir,,"[""[Buy](https://www.dwellir.com/pricing)"",""[Docs](https://www.dwellir.com/docs)""]",Developer,Tiered,Pruned,RPC,EVM JSON-RPC,$49/mo,$5/1M requests,FALSE,FALSE,"[""trace"",""debug""]","[""100 responses/sec"",""500 responses/sec(burst)"",""unlimited daily response"",""10 API Keys"",""25M responses""]","[""HTTPS and WebSocket protocols with strict authentication controls such as API key rotation, IP allow lists, and JWT-based authentication to prevent unauthorized access"",""Bare metal servers""]",,"[""Global""]",null,,,,NULL,NULL,NULL,NULL,NULL,
dwellir-enterprise-full-archive,Dwellir,,"[""[Contact](https://www.dwellir.com/contact)"",""[Docs](https://www.dwellir.com/docs)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,Custom,Custom,FALSE,FALSE,"[""trace"",""debug""]","[""custom limits""]","[""HTTPS and WebSocket protocols with strict authentication controls such as API key rotation, IP allow lists, and JWT-based authentication to prevent unauthorized access"",""Bare metal servers""]",,"[""Global""]",,,,,NULL,NULL,NULL,NULL,NULL,
dwellir-enterprise-recent-state,Dwellir,,"[""[Contact](https://www.dwellir.com/contact)"",""[Docs](https://www.dwellir.com/docs)""]",,Enterprise,Pruned,RPC,EVM JSON-RPC,Custom,Custom,FALSE,FALSE,"[""trace"",""debug""]","[""custom limits""]","[""HTTPS and WebSocket protocols with strict authentication controls such as API key rotation, IP allow lists, and JWT-based authentication to prevent unauthorized access"",""Bare metal servers""]",,"[""Global""]",,,,,NULL,NULL,NULL,NULL,NULL,
dwellir-free-full-archive,Dwellir,,"[""[Website](https://www.dwellir.com/)"",""[Docs](https://www.dwellir.com/docs)""]",,Free,Archive,RPC,EVM JSON-RPC,$0,$0,FALSE,FALSE,"[""trace"",""debug""]","[""20 responses/sec"",""100K daily response limit"",""1 API Key""]","[""HTTPS and WebSocket protocols with strict authentication controls such as API key rotation, IP allow lists, and JWT-based authentication to prevent unauthorized access"",""Bare metal servers""]",,"[""Global""]",,,,,NULL,NULL,NULL,NULL,NULL,
dwellir-free-recent-state,Dwellir,,"[""[Website](https://www.dwellir.com/)"",""[Docs](https://www.dwellir.com/docs)""]",,Free,Pruned,RPC,EVM JSON-RPC,$0,$0,FALSE,FALSE,"[""trace"",""debug""]","[""20 responses/sec"",""100K daily response limit"",""1 API Key""]","[""HTTPS and WebSocket protocols with strict authentication controls such as API key rotation, IP allow lists, and JWT-based authentication to prevent unauthorized access"",""Bare metal servers""]",,"[""Global""]",,,,,NULL,NULL,NULL,NULL,NULL,
dwellir-growth-full-archive,Dwellir,,"[""[Buy](https://www.dwellir.com/pricing)"",""[Docs](https://www.dwellir.com/docs)""]",Growth,Tiered,Archive,RPC,EVM JSON-RPC,$299/mo,$3/1M requests,FALSE,FALSE,"[""trace"",""debug""]","[""500 responses/sec"",""2.5K responses/sec(burst)"",""unlimited daily response"",""15 API Keys"",""150M responses""]","[""HTTPS and WebSocket protocols with strict authentication controls such as API key rotation, IP allow lists, and JWT-based authentication to prevent unauthorized access"",""Bare metal servers""]",,"[""Global""]",null,,,,NULL,NULL,NULL,NULL,NULL,
dwellir-growth-recent-state,Dwellir,,"[""[Buy](https://www.dwellir.com/pricing)"",""[Docs](https://www.dwellir.com/docs)""]",Growth,Tiered,Pruned,RPC,EVM JSON-RPC,$299/mo,$3/1M requests,FALSE,FALSE,"[""trace"",""debug""]","[""500 responses/sec"",""2.5K responses/sec(burst)"",""unlimited daily response"",""15 API Keys"",""150M responses""]","[""HTTPS and WebSocket protocols with strict authentication controls such as API key rotation, IP allow lists, and JWT-based authentication to prevent unauthorized access"",""Bare metal servers""]",,"[""Global""]",,,,,NULL,NULL,NULL,NULL,NULL,
dwellir-scale-full-archive,Dwellir,,"[""[Buy](https://www.dwellir.com/pricing)"",""[Docs](https://www.dwellir.com/docs)""]",Scale,Tiered,Archive,RPC,EVM JSON-RPC,$999/mo,$2/1M requests,FALSE,FALSE,"[""trace"",""debug""]","[""2K responses/sec"",""10K responses/sec(burst)"",""unlimited daily response"",""20 API Keys"",""500M responses""]","[""HTTPS and WebSocket protocols with strict authentication controls such as API key rotation, IP allow lists, and JWT-based authentication to prevent unauthorized access"",""Bare metal servers""]",,"[""Global""]",null,,,,NULL,NULL,NULL,NULL,NULL,
dwellir-scale-recent-state,Dwellir,,"[""[Buy](https://www.dwellir.com/pricing)"",""[Docs](https://www.dwellir.com/docs)""]",Scale,Tiered,Pruned,RPC,EVM JSON-RPC,$999/mo,$2/1M requests,FALSE,FALSE,"[""trace"",""debug""]","[""2K responses/sec"",""10K responses/sec(burst)"",""unlimited daily response"",""20 API Keys"",""500M responses""]","[""HTTPS and WebSocket protocols with strict authentication controls such as API key rotation, IP allow lists, and JWT-based authentication to prevent unauthorized access"",""Bare metal servers""]",,"[""Global""]",,,,,NULL,NULL,NULL,NULL,NULL,
envio-dedicated-indexer,Envio,,"[""[Website](https://envio.dev/)"",""[Docs](https://docs.envio.dev/docs/HyperIndex/overview)"",""[Pricing](https://docs.envio.dev/docs/HyperIndex/hosted-service-billing)""]",,Enterprise,Archive,Indexed Data,Custom,Custom,Custom pricing & SLAs,FALSE,FALSE,"[""GraphQL"",""Custom Handlers"",""SQL""]","[""Unlimited indexing hours"",""5K req/min"",""Unlimited storage"",""Unlimited networks"",""Unlimited contracts""]","[""DDoS Protection"",""IP Protection"",""IP Whitelisting"",""Dedicated Infrastructure""]","[""Indexer logs"",""Usage analytics"",""Alerting & Monitoring"",""Hosted Analytics Portal""]","[""Global""]","[""Multichain Indexing"",""Email support"",""Reorg Mode"",""Backups"",""Static Production Endpoint"",""Private Deployments"",""Premium Support""]",null,,,NULL,,NULL,,NULL,
envio-free-indexer,Envio,,"[""[Website](https://envio.dev/)"",""[Docs](https://docs.envio.dev/docs/HyperIndex/overview)"",""[Pricing](https://docs.envio.dev/docs/HyperIndex/hosted-service-billing)""]",,Free,Archive,Indexed Data,Custom,$0,null,FALSE,FALSE,"[""GraphQL"",""Custom Handlers""]","[""750 indexing hours"",""100 req/min"",""<= 100K entities stored"",""100 contracts""]","[""DDoS Protection"",""IP Protection""]","[""Indexer logs"",""Usage analytics""]","[""Global""]","[""Multichain Indexing"",""Email support"",""JS/TS/ReScript indexers""]",null,,,NULL,,NULL,,NULL,
envio-pay-as-you-go-indexer,Envio,,"[""[Website](https://envio.dev/)"",""[Docs](https://docs.envio.dev/docs/HyperIndex/overview)"",""[Pricing](https://docs.envio.dev/docs/HyperIndex/hosted-service-billing)""]",,Tiered,Archive,Indexed Data,Custom,$70/$300/$800,$0.1/$0.2/$0.5/extra indexing hour,FALSE,FALSE,"[""GraphQL"",""Custom Handlers""]","[""800 indexing hours"",""250/1K/2K req/min"",""<= 1M/10M/100M entities stored"",""5/10/15 networks"",""1K/10K/50K contracts""]","[""DDoS Protection"",""IP Protection"",""IP Whitelisting""]","[""Indexer logs"",""Usage analytics"",""Alerting & Monitoring""]","[""Global""]","[""Multichain Indexing"",""Email support"",""Reorg Mode"",""Backups"",""Static Production Endpoint"",""Scalable custom indexers""]",null,,,NULL,,NULL,,NULL,
etherscan-api-advanced-full-archive,Etherscan,,"[""[Buy](https://etherscan.io/apis#pricing-plan)"",""[Docs](https://docs.etherscan.io/introduction)""]",Advanced,Tiered,Archive,Custom,Custom,$299/mo,,FALSE,FALSE,"[""Account APIs"",""Transactions APIs"",""Blocks APIs"",""Contracts APIs"",""Logs APIs"",""Gas Tracker APIs""]","[""20 calls/s limit"",""Up to 500K API calls/day""]","[""API Key Authentication"",""Rate Limiting"",""Error Handling and Abuse Detection"",""API Key Limits""]","[""Real-Time Monitoring via API Endpoints"",""Daily & Historical Metrics"",""Charts & Statistics Dashboard""]","[""Global""]","[""Unified Multichain Support"",""Expanded API Endpoint Categories"",""L2 Deposit & Withdrawal Endpoints""]",null,,,NULL,,NULL,,NULL,
etherscan-api-enterprise-full-archive,Etherscan,,"[""[Contact](https://etherscan.io/apis#contactSection)"",""[Docs](https://docs.etherscan.io/introduction)""]",,Enterprise,Archive,Custom,Custom,Custom,,FALSE,FALSE,"[""Account APIs"",""Transactions APIs"",""Blocks APIs"",""Contracts APIs"",""Logs APIs"",""Gas Tracker APIs""]","[""Unmetered rate limits and usage""]","[""API Key Authentication"",""Rate Limiting"",""Error Handling and Abuse Detection"",""API Key Limits""]","[""Real-Time Monitoring via API Endpoints"",""Daily & Historical Metrics"",""Charts & Statistics Dashboard""]","[""Global""]","[""Unified Multichain Support"",""Expanded API Endpoint Categories"",""L2 Deposit & Withdrawal Endpoints""]",null,,,NULL,,NULL,,NULL,
